Order,PID,MS SubClass,SalePrice
2410,528188040,120,171750
2411,528218030,20,169990
2412,528218060,60,170440
2413,528218080,60,169985
2414,528218130,60,179665
2415,528218140,60,219210
2416,528221010,20,174190
2417,528221100,60,172785
2418,528222010,60,258000
2419,528222020,60,185101
2420,528228280,120,210250
2421,528228325,120,234000
2422,528228340,120,215000
2423,528228360,120,246990
2424,528228415,120,178740
2425,528228430,120,225000
2426,528228545,120,167240
2427,528228550,120,156820
2428,528228565,120,213490
2429,528228575,120,264561
2430,528228580,120,246578
2431,528231050,60,192140
2432,528235050,60,183200
2433,528235130,60,178000
2434,528235190,60,201490
2435,528240080,60,230500
2436,528250060,60,180000
2437,528275060,60,172400
2438,528275080,60,215000
2439,528280100,60,199900
2440,528290140,60,173000
2441,528292080,60,287602
2442,528294070,60,230000
2443,528315030,60,348000
2444,528315070,60,286000
2445,528315080,60,300000
2446,528320060,60,625000
2447,528327010,60,405000
2448,528344060,60,280000
2449,528348010,60,258000
2450,528358030,60,350000
2451,528360050,60,584500
2452,528363070,60,321000
2453,528365090,60,290000
2454,528366040,60,315000
2455,528429060,60,252000
2456,528429100,20,336820
2457,528429120,20,423000
2458,528429130,20,290000
2459,528439030,20,232000
2460,528445010,20,199000
2461,528456200,20,198600
2462,528477010,60,405749
2463,528477030,20,232600
2464,528480070,60,266000
2465,528480100,60,186500
2466,528480110,60,200825
2467,528480150,60,197000
2468,528488110,20,185000
2469,528488120,20,176000
2470,528488130,20,187750
2471,531363080,20,139500
2472,531367010,20,186800
2473,531375060,20,132000
2474,531375070,20,142500
2475,531375100,20,158000
2476,531376030,60,184000
2477,531376050,60,184900
2478,531379030,60,187000
2479,531450040,60,175900
2480,531451290,60,248500
2481,531452080,120,172000
2482,531452100,120,151000
2483,531452210,60,150000
2484,531478010,20,107000
2485,531479030,20,119900
2486,532351060,20,129500
2487,532351090,90,125000
2488,532351150,90,119500
2489,532353030,20,144000
2490,532353180,80,151000
2491,532376080,20,126000
2492,532376180,20,116000
2493,532376250,20,133500
2494,532378050,20,120875
2495,532378070,20,137000
2496,532378130,20,124000
2497,532378160,20,135000
2498,532378220,20,129200
2499,532476050,80,260000
2500,533110130,60,260000
2501,533125120,60,334000
2502,533127080,60,310000
2503,533128030,60,268000
2504,533128090,20,262000
2505,533206040,120,176400
2506,533208050,120,197000
2507,533212100,160,151000
2508,533212110,160,147400
2509,533212120,160,149900
2510,533212130,160,144152
2511,533221080,160,166000
2512,533223010,160,183900
2513,533223080,160,165000
2514,533223110,160,139000
2515,533241010,60,200000
2516,533242030,20,221000
2517,533250130,120,270000
2518,533252020,20,165000
2519,533253030,120,214000
2520,533253050,120,188000
2521,533253090,120,190000
2522,533253160,120,170000
2523,533350050,20,385000
2524,534125210,190,146500
2525,534126060,80,170000
2526,534127190,20,262500
2527,534127270,60,179900
2528,534128210,60,250000
2529,534129230,60,165150
2530,534175100,20,164500
2531,534176250,20,140000
2532,534201130,80,135500
2533,534201230,20,142000
2534,534201250,60,155000
2535,534201260,20,157500
2536,534201280,20,138500
2537,534201300,85,140000
2538,534202020,20,124400
2539,534202180,80,158000
2540,534226060,20,146000
2541,534250300,60,190000
2542,534275010,20,136500
2543,534276010,20,129900
2544,534276230,90,145000
2545,534400120,190,185900
2546,534403280,20,160000
2547,534403400,20,167000
2548,534403440,60,157500
2549,534427090,190,140000
2550,534428060,20,150000
2551,534429130,20,151500
2552,534430050,30,129800
2553,534430110,20,137000
2554,534431030,20,137000
2555,534451050,50,121600
2556,534451120,30,85500
2557,534451130,30,79900
2558,534453150,50,127000
2559,534455080,20,161000
2560,534475160,20,146500
2561,534476100,20,135000
2562,534477030,20,137900
2563,534479130,50,133000
2564,534479240,60,137000
2565,534479300,20,121000
2566,535101110,90,119000
2567,535103070,80,172000
2568,535105160,20,98600
2569,535125060,60,226000
2570,535150240,20,118000
2571,535150300,75,235000
2572,535151080,20,135000
2573,535151130,90,132500
2574,535152070,80,143000
2575,535152280,20,132000
2576,535176050,20,145250
2577,535177100,20,162000
2578,535178100,80,148000
2579,535179050,20,141000
2580,535180020,20,153000
2581,535180070,20,134450
2582,535301010,90,135960
2583,535301150,20,156000
2584,535303050,20,140000
2585,535304020,20,139500
2586,535305120,20,155000
2587,535325130,80,127000
2588,535325340,20,133500
2589,535325350,20,125000
2590,535325450,20,142000
2591,535325460,30,167000
2592,535327210,20,159000
2593,535353180,190,180000
2594,535354130,50,127000
2595,535355100,50,112000
2596,535375040,30,99800
2597,535376090,20,117000
2598,535376100,30,108480
2599,535377070,30,68000
2600,535377100,50,86900
2601,535379100,30,120000
2602,535380010,70,155500
2603,535380130,50,80000
2604,535381060,50,105000
2605,535382020,190,160000
2606,535382130,50,170000
2607,535401140,20,160000
2608,535402070,80,159950
2609,535402100,80,165000
2610,535402220,50,159000
2611,535402230,20,147000
2612,535403040,20,115000
2613,535403150,20,159500
2614,535403200,20,120000
2615,535404080,20,129900
2616,535425040,20,183000
2617,535425050,20,157500
2618,535425080,60,277500
2619,535426195,20,207500
2620,535450100,50,147500
2621,535450180,50,135000
2622,535451190,20,109500
2623,535451210,20,109900
2624,535453160,20,133700
2625,535454030,90,81400
2626,535454050,90,87500
2627,535454060,90,93500
2628,535456010,90,119000
2629,535456020,20,141000
2630,535457070,20,146000
2631,535477060,60,155000
2632,535478010,85,134500
2633,535478070,20,120000
2634,535478090,20,105000
2635,535478110,190,124000
2636,902100110,70,169000
2637,902100130,70,107000
2638,902101050,50,135000
2639,902103090,50,111500
2640,902104020,50,156500
2641,902106040,70,178000
2642,902106090,70,139900
2643,902108060,70,105000
2644,902109010,30,110000
2645,902110120,190,111500
2646,902110130,30,108000
2647,902111010,30,111500
2648,902125020,70,124000
2649,902128020,20,105000
2650,902128100,50,116000
2651,902134060,70,96900
2652,902204060,190,135500
2653,902204120,50,139000
2654,902206020,30,61500
2655,902206090,50,120000
2656,902207080,20,126175
2657,902207110,30,64000
2658,902301120,190,137000
2659,902305090,70,87000
2660,902325050,75,163000
2661,902325100,75,155000
2662,902325160,50,79000
2663,902328100,75,144000
2664,902329070,70,114504
2665,902329090,70,157000
2666,902400090,30,125000
2667,902400110,75,475000
2668,902401090,90,93500
2669,902406030,20,125000
2670,902456015,50,64500
2671,903200050,30,100000
2672,903202120,50,140200
2673,903206160,70,202500
2674,903225090,50,159000
2675,903229040,190,119900
2676,903231070,50,114500
2677,903231190,50,115000
2678,903231220,50,75000
2679,903231240,30,88000
2680,903232170,50,80500
2681,903233100,50,149000
2682,903233220,50,110000
2683,903234030,30,110500
2684,903235020,30,89000
2685,903236200,45,113000
2686,903400030,30,109000
2687,903425190,50,220000
2688,903425340,190,129000
2689,903430090,50,117000
2690,903430130,30,52500
2691,903451050,50,107000
2692,903452090,70,116500
2693,903454020,30,72000
2694,903454080,50,119500
2695,903455090,50,125500
2696,903456060,30,91000
2697,903456090,190,84500
2698,903458010,30,90000
2699,904100030,50,137500
2700,904100090,90,150000
2701,904100170,20,131000
2702,904101040,80,130000
2703,904301410,30,125000
2704,904302020,30,80000
2705,904302030,20,157000
2706,905100030,20,148000
2707,905101330,90,90000
2708,905101450,20,154500
2709,905103130,20,153600
2710,905103140,80,164500
2711,905103180,80,132000
2712,905105010,20,142500
2713,905106210,20,158000
2714,905107070,60,149500
2715,905107220,20,165000
2716,905107240,20,180000
2717,905107300,80,160500
2718,905108090,90,156500
2719,905108120,90,157000
2720,905200280,50,172500
2721,905200290,20,155000
2722,905200340,20,170000
2723,905200380,30,105000
2724,905200490,80,145000
2725,905201090,20,168000
2726,905202190,20,278000
2727,905202210,20,164000
2728,905225080,50,225000
2729,905300010,85,130000
2730,905300080,20,142500
2731,905351045,150,148400
2732,905351150,120,190000
2733,905402110,20,146000
2734,905403050,50,128000
2735,905426100,20,225000
2736,905426150,80,274970
2737,905427010,70,235000
2738,905427030,75,415000
2739,905427140,80,182000
2740,905451050,20,135000
2741,905451410,20,137000
2742,905452140,50,136900
2743,905452150,50,149900
2744,905475150,20,123500
2745,905477010,20,93000
2746,905480160,50,91500
2747,906202040,20,180000
2748,906204180,60,209000
2749,906223180,60,215000
2750,906225180,90,224500
2751,906380110,60,229800
2752,906380150,20,183600
2753,906380170,20,194000
2754,906380180,20,193879
2755,906382030,20,221500
2756,906382040,20,204900
2757,906382050,60,239799
2758,906392090,20,233555
2759,906392100,20,260000
2760,906392120,20,294900
2761,906394010,60,209700
2762,906394040,20,225000
2763,906394060,60,181000
2764,906420020,60,220000
2765,906426090,20,190000
2766,906475050,80,180000
2767,906475200,20,280000
2768,906476140,20,158900
2769,907125020,85,148000
2770,907125080,20,145000
2771,907130110,60,187000
2772,907131070,20,193000
2773,907135230,20,156000
2774,907175030,20,235000
2775,907175060,20,217000
2776,907180120,20,214000
2777,907181090,60,196000
2778,907187010,60,217000
2779,907192010,60,200000
2780,907194130,60,192500
2781,907196020,20,205000
2782,907200170,80,132500
2783,907201160,60,157500
2784,907201230,80,174000
2785,907202140,20,128500
2786,907203010,20,128500
2787,907203040,20,149900
2788,907227090,20,119900
2789,907230240,160,137000
2790,907251100,60,255000
2791,907252050,60,222000
2792,907254050,60,214000
2793,907255010,20,220000
2794,907255050,20,275000
2795,907262080,60,197000
2796,907265030,20,230000
2797,907270050,60,268500
2798,907275030,60,210900
2799,907285010,60,227000
2800,907285100,60,237000
2801,907290020,60,274300
2802,907290080,20,216837
2803,907290160,120,133000
2804,907290230,120,155900
2805,907290260,60,233230
2806,907401050,20,207000
2807,907401080,60,195000
2808,907405030,20,200000
2809,907410040,60,203160
2810,907410100,60,195800
2811,907410110,20,212900
2812,907412010,60,196500
2813,907414040,20,198000
2814,907418020,60,173900
2815,907420070,60,163990
2816,907420090,20,164990
2817,908102020,70,98000
2818,908102320,20,149900
2819,908102330,20,102000
2820,908103310,90,127500
2821,908103320,90,127500
2822,908127050,20,119900
2823,908128100,60,196500
2824,908130020,20,117250
2825,908178050,60,229000
2826,908186060,180,145000
2827,908186070,180,140000
2828,908186090,180,142500
2829,908188110,160,134000
2830,908188120,160,130000
2831,908188130,160,130000
2832,908188140,160,137500
2833,908188150,160,130000
2834,908225180,50,97900
2835,908227010,50,92000
2836,908227030,50,107000
2837,908227040,50,81000
2838,908228040,50,104900
2839,908275220,20,115000
2840,908275290,20,125000
2841,909101050,50,116000
2842,909101080,50,83000
2843,909101190,75,118500
2844,909101330,30,35000
2845,909103020,50,121000
2846,909131125,190,160000
2847,909175030,50,140000
2848,909176180,50,137000
2849,909201180,190,128000
2850,909250070,70,160000
2851,909250120,70,138887
2852,909250200,70,149000
2853,909250210,50,102000
2854,909253080,70,167000
2855,909254070,70,200100
2856,909256010,50,131000
2857,909256020,50,112000
2858,909275230,70,140000
2859,909275250,50,195000
2860,909276010,70,230000
2861,909276070,50,194000
2862,909279040,30,137500
2863,909280030,50,250000
2864,909280070,50,218000
2865,909281010,70,239000
2866,909282060,70,199500
2867,909282110,70,210000
2868,909425120,20,230000
2869,909425180,20,217500
2870,909426060,60,257000
2871,909428110,190,157000
2872,909475020,20,223000
2873,910200020,30,102000
2874,910200060,50,145400
2875,910203100,30,72000
2876,910203230,30,85000
2877,910207110,30,106500
2878,910226060,50,139000
2879,911175360,50,108000
2880,911175410,30,51689
2881,911175430,20,35311
2882,911175440,190,115000
2883,911225110,50,78000
2884,911370430,120,375000
2885,911370530,120,300000
2886,913350030,20,242500
2887,914452060,90,145000
2888,914474020,20,209000
2889,914476050,90,135000
2890,914476130,80,148000
2891,914476500,90,171000
2892,916225130,60,335000
2893,916252170,120,230000
2894,916325040,20,250764
2895,916326010,20,228000
2896,916402125,20,176000
2897,916403020,20,180000
2898,916403130,60,250000
2899,916460070,20,202000
2900,916475100,20,312500
2901,916477010,20,320000
2902,921205030,20,369900
2903,921205050,20,359900
2904,923125030,20,81500
2905,923202025,90,215000
2906,923203090,120,164000
2907,923203100,120,153500
2908,923205120,20,84500
2909,923225190,160,104500
2910,923225240,160,127000
2911,923225260,160,151400
2912,923225510,20,126500
2913,923226150,90,146500
2914,923226180,180,73000
2915,923226290,160,79400
2916,923227100,20,140000
2917,923228130,180,92000
2918,923228180,160,87550
2919,923228210,160,79500
2920,923228260,160,90500
2921,923228310,160,71000
2922,923229110,90,150900
2923,923230040,90,188000
2924,923250060,20,160000
2925,923251180,20,131000
2926,923275080,80,142500
2927,923276100,20,131000
2928,923400125,85,132000
2929,924100070,20,170000
2930,924151050,60,188000
